ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF
AL00500,BALDWIN,1,99003,Baldwin County,3.0,1,2010,182265.0,156153.0,17105.0,7992.0,8436.0,76274.0,8222.0,79879.0,1491.0,8309.0,1457.0,8796.0,4425.0,849.0,578.0,3567.0,0.11060125337598656,0.10293068265751948
AL00600,BARBOUR,1,99005,Barbour County,5.0,1,2010,27457.0,13180.0,12875.0,1387.0,743.0,7027.0,579.0,6153.0,1044.0,6778.0,853.0,6097.0,777.0,179.0,120.0,610.0,0.10573502205777714,0.09410043881033643
AL00800,BLOUNT,1,99009,Blount County,9.0,1,2010,57322.0,53068.0,761.0,4626.0,3274.0,26149.0,3099.0,26919.0,69.0,385.0,38.0,376.0,2569.0,490.0,343.0,2057.0,0.12520555279360587,0.11512314721943608
AL01000,BUTLER,1,99013,Butler County,13.0,1,2010,20947.0,11399.0,9095.0,191.0,587.0,5471.0,562.0,5928.0,659.0,4132.0,701.0,4963.0,106.0,22.0,13.0,85.0,0.10729299945165416,0.09480431848852902
AL01200,CHAMBERS,1,99017,Chambers County,17.0,1,2010,34215.0,20112.0,13257.0,536.0,1156.0,9815.0,1014.0,10297.0,935.0,6079.0,980.0,7178.0,331.0,64.0,30.0,205.0,0.11777890983188995,0.09847528406331943
AL01300,CHEROKEE,1,99019,Cherokee County,19.0,1,2010,25989.0,24081.0,1208.0,320.0,1377.0,11907.0,1292.0,12174.0,97.0,618.0,54.0,590.0,157.0,38.0,24.0,163.0,0.11564625850340135,0.10612781337276164
AL01400,CHILTON,1,99021,Chilton County,21.0,1,2010,43643.0,36713.0,4230.0,3420.0,2266.0,18018.0,2198.0,18695.0,355.0,2079.0,303.0,2151.0,1976.0,335.0,206.0,1444.0,0.12576312576312576,0.1175715431933672
AL01500,CHOCTAW,1,99023,Choctaw County,23.0,1,2010,13859.0,7731.0,6012.0,73.0,367.0,3788.0,369.0,3943.0,433.0,2833.0,388.0,3179.0,40.0,9.0,2.0,33.0,0.09688489968321014,0.09358356581283286
AL01800,CLEBURNE COUNTY,1,99029,Cleburne County,29.0,1,2010,14972.0,14079.0,498.0,307.0,880.0,6991.0,847.0,7088.0,35.0,238.0,35.0,260.0,197.0,39.0,19.0,110.0,0.12587612644829066,0.11949774266365687
AL01900,COFFEE,1,99031,Coffee County,31.0,1,2010,49948.0,37330.0,8359.0,3180.0,2338.0,18500.0,2163.0,18830.0,613.0,3977.0,645.0,4382.0,1853.0,312.0,222.0,1327.0,0.12637837837837834,0.11486988847583646
AL02000,COLBERT,1,99033,Colbert County,33.0,1,2010,54428.0,43789.0,8768.0,1093.0,2539.0,21170.0,2500.0,22619.0,610.0,4020.0,675.0,4748.0,609.0,110.0,65.0,484.0,0.11993386868209732,0.11052654847694417
AL02200,COOSA,1,99037,Coosa County,37.0,1,2010,11539.0,7648.0,3582.0,230.0,422.0,3827.0,394.0,3821.0,276.0,1736.0,214.0,1846.0,140.0,11.0,8.0,90.0,0.11026914031878757,0.10311436796650092
AL02400,CRENSHAW,1,99041,Crenshaw County,41.0,1,2010,13906.0,10097.0,3254.0,204.0,613.0,4917.0,542.0,5180.0,257.0,1484.0,225.0,1770.0,121.0,26.0,15.0,83.0,0.1246695139312589,0.10463320463320464
AL02600,DALE,1,99045,Dale County,45.0,1,2010,50251.0,37236.0,9679.0,2821.0,2532.0,18727.0,2084.0,18509.0,796.0,4521.0,775.0,5158.0,1546.0,293.0,198.0,1275.0,0.13520585251241524,0.11259387325085092
AL02700,DALLAS,1,99047,Dallas County,47.0,1,2010,43820.0,12769.0,30423.0,309.0,610.0,6076.0,661.0,6693.0,2210.0,13844.0,2467.0,16579.0,179.0,35.0,25.0,130.0,0.10039499670836076,0.0987598984013148
AL02800,DE KALB,1,99049,DeKalb County,49.0,1,2010,71109.0,60087.0,1078.0,9690.0,3653.0,29472.0,3447.0,30615.0,88.0,539.0,66.0,539.0,5082.0,851.0,774.0,4608.0,0.12394815418023887,0.11259186673199413
AL03200,FAYETTE,1,99057,Fayette County,57.0,1,2010,17241.0,14910.0,1969.0,204.0,960.0,7363.0,831.0,7547.0,147.0,961.0,140.0,1008.0,107.0,13.0,22.0,97.0,0.13038163791932636,0.11010997747449318
AL03300,FRANKLIN,1,99059,Franklin County,59.0,1,2010,31704.0,26320.0,1228.0,4710.0,1657.0,12819.0,1584.0,13501.0,101.0,630.0,100.0,598.0,2690.0,515.0,319.0,2020.0,0.12926125282783368,0.11732464261906525
AL03400,GENEVA,1,99061,Geneva County,61.0,1,2010,26790.0,23127.0,2539.0,920.0,1353.0,11340.0,1355.0,11787.0,179.0,1174.0,198.0,1365.0,514.0,116.0,63.0,406.0,0.11931216931216933,0.1149571561890218
AL03500,GREENE,1,99063,Greene County,63.0,1,2010,9045.0,1575.0,7370.0,69.0,66.0,804.0,53.0,771.0,577.0,3420.0,534.0,3950.0,30.0,5.0,6.0,39.0,0.08208955223880597,0.06874189364461739
AL03700,HENRY,1,99067,Henry County,67.0,1,2010,17302.0,11865.0,4942.0,389.0,562.0,5772.0,612.0,6093.0,350.0,2263.0,360.0,2679.0,210.0,42.0,36.0,179.0,0.09736659736659736,0.10044313146233384
AL03800,HOUSTON,1,99069,Houston County,69.0,1,2010,101547.0,71053.0,26176.0,2995.0,3946.0,34497.0,3990.0,36556.0,1970.0,12046.0,2152.0,14130.0,1624.0,286.0,207.0,1371.0,0.11438675826883495,0.10914760914760917
AL03900,JACKSON,1,99071,Jackson County,71.0,1,2010,53227.0,48348.0,1781.0,1339.0,2834.0,23711.0,2705.0,24637.0,129.0,860.0,124.0,921.0,737.0,153.0,83.0,602.0,0.1195225844544726,0.1097942119576247
AL04100,LAUDERDALE,1,99077,Lauderdale County,77.0,1,2010,92709.0,80112.0,9257.0,2082.0,5620.0,38444.0,5575.0,41668.0,911.0,4219.0,964.0,5038.0,1105.0,219.0,195.0,977.0,0.14618666111746956,0.1337957185370068
AL04200,LAWRENCE,1,99079,Lawrence County,79.0,1,2010,34339.0,26647.0,3938.0,574.0,1643.0,13085.0,1618.0,13562.0,287.0,1852.0,274.0,2086.0,297.0,42.0,58.0,277.0,0.12556362246847536,0.1193039374723492
AL04300,LEE,1,99081,Lee County,81.0,1,2010,140247.0,100006.0,31901.0,4571.0,13278.0,49851.0,12880.0,50155.0,3042.0,14763.0,3155.0,17138.0,2602.0,693.0,488.0,1969.0,0.2663537341277005,0.2568039078855548
AL04400,LIMESTONE,1,99083,Limestone County,83.0,1,2010,82782.0,66506.0,10429.0,4591.0,3927.0,33305.0,3787.0,33201.0,738.0,5513.0,628.0,4916.0,2529.0,479.0,377.0,2062.0,0.11791022369013662,0.1140628294328484
AL04500,LOWNDES,1,99085,Lowndes County,85.0,1,2010,11299.0,2859.0,8310.0,87.0,140.0,1445.0,110.0,1414.0,614.0,3783.0,678.0,4527.0,41.0,7.0,9.0,46.0,0.09688581314878893,0.07779349363507779
AL04600,MACON,1,99087,Macon County,87.0,1,2010,21452.0,3319.0,17729.0,232.0,195.0,1673.0,177.0,1646.0,1887.0,7962.0,2390.0,9767.0,129.0,44.0,33.0,103.0,0.11655708308427976,0.10753341433778857
AL04800,MARENGO,1,99091,Marengo County,91.0,1,2010,21027.0,9751.0,10872.0,352.0,510.0,4754.0,506.0,4997.0,881.0,4963.0,848.0,5909.0,173.0,31.0,23.0,179.0,0.1072780816154817,0.10126075645387232
AL00200,MOBILE,1,99097,Mobile County,97.0,1,2010,412992.0,248647.0,142992.0,9936.0,16270.0,121611.0,16275.0,127036.0,11333.0,65758.0,12230.0,77234.0,5508.0,1059.0,741.0,4428.0,0.13378723964115088,0.12811329072074054
AL05300,PERRY,1,99105,Perry County,105.0,1,2010,10591.0,3204.0,7276.0,114.0,329.0,1586.0,328.0,1618.0,586.0,3331.0,598.0,3945.0,59.0,30.0,12.0,55.0,0.20744010088272385,0.2027194066749073
AL05400,PICKENS COUNTY,1,99107,Pickens County,107.0,1,2010,19746.0,11110.0,8211.0,313.0,586.0,5478.0,589.0,5632.0,628.0,3708.0,640.0,4503.0,191.0,44.0,19.0,122.0,0.10697334793720337,0.10458096590909093
AL05500,PIKE,1,99109,Pike County,109.0,1,2010,32899.0,19144.0,12054.0,730.0,2244.0,9338.0,2341.0,9806.0,1379.0,5435.0,1597.0,6619.0,403.0,105.0,71.0,327.0,0.24030841721996146,0.23873138894554355
AL05600,RANDOLPH,1,99111,Randolph County,111.0,1,2010,22913.0,17532.0,4607.0,649.0,992.0,8554.0,1046.0,8978.0,367.0,2146.0,379.0,2461.0,360.0,83.0,43.0,289.0,0.115969137245733,0.11650701715304075
AL05700,RUSSELL,1,99113,Russell County,113.0,1,2010,52947.0,28449.0,22135.0,1946.0,1795.0,13918.0,1913.0,14531.0,1674.0,10204.0,1809.0,11931.0,1034.0,166.0,150.0,912.0,0.12896967955165972,0.1316495767669121
AL05800,ST CLAIR,1,99115,St. Clair County,115.0,1,2010,83593.0,73741.0,7150.0,1716.0,4487.0,36559.0,4103.0,37182.0,537.0,3941.0,434.0,3209.0,922.0,145.0,113.0,794.0,0.12273311633250365,0.11034909364746384
AL06000,SUMTER,1,99119,Sumter County,119.0,1,2010,13763.0,3326.0,10316.0,86.0,335.0,1564.0,400.0,1762.0,966.0,4645.0,988.0,5671.0,52.0,14.0,11.0,34.0,0.21419437340153447,0.2270147559591373
AL06100,TALLADEGA,1,99121,Talladega County,121.0,1,2010,82291.0,53739.0,26055.0,1671.0,3077.0,26286.0,3053.0,27453.0,1968.0,12386.0,2149.0,13669.0,1069.0,170.0,85.0,602.0,0.11705851023358442,0.11120824682184097
AL06200,,1,99123,Tallapoosa County,123.0,1,2010,41616.0,29087.0,11083.0,1042.0,1666.0,14272.0,1479.0,14815.0,774.0,5119.0,926.0,5964.0,621.0,126.0,73.0,421.0,0.11673206278026906,0.09983125210934864
AL06300,TUSCALOOSA,1,99125,Tuscaloosa County,125.0,1,2010,194656.0,129004.0,57611.0,5949.0,15630.0,63656.0,15616.0,65348.0,5686.0,26342.0,6266.0,31269.0,3438.0,990.0,677.0,2511.0,0.2455385195425412,0.23896676256350616
AL06700,WINSTON,1,99133,Winston County,133.0,1,2010,24484.0,23409.0,115.0,639.0,1316.0,11451.0,1294.0,11958.0,10.0,57.0,8.0,58.0,355.0,53.0,46.0,284.0,0.1149244607457864,0.10821207559792607
AK00146,BRISTOL BAY BORROUGH,1,99060,Bristol Bay Borough,60.0,2,2010,997.0,481.0,0.0,24.0,19.0,280.0,13.0,201.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,7.0,0.06785714285714285,0.06467661691542287
AK00118,NORTH SLOPE BOROUGH,1,99185,North Slope Borough,185.0,2,2010,9430.0,3147.0,94.0,249.0,132.0,2542.0,46.0,605.0,7.0,69.0,5.0,25.0,168.0,30.0,17.0,81.0,0.05192761605035405,0.07603305785123966
AZ00100,APACHE,1,99001,Apache County,1.0,4,2010,71518.0,16634.0,175.0,4113.0,823.0,8501.0,861.0,8133.0,15.0,121.0,5.0,54.0,2185.0,355.0,305.0,1928.0,0.09681213974826493,0.10586499446698636
AZ00200,COCHISE,1,99003,Cochise County,3.0,4,2010,131346.0,103085.0,5465.0,42543.0,6846.0,52444.0,5640.0,50641.0,610.0,3195.0,428.0,2270.0,21121.0,3807.0,3380.0,21422.0,0.13053924185798185,0.11137220828972573
AZ00300,COCONINO,1,99005,Coconino County,5.0,4,2010,134421.0,82967.0,1629.0,18166.0,8450.0,41642.0,9307.0,41325.0,272.0,855.0,276.0,774.0,9157.0,2059.0,2199.0,9009.0,0.2029201287162,0.2252147610405324
AZ00400,GILA,1,99007,Gila County,7.0,4,2010,53597.0,41162.0,233.0,9588.0,1987.0,20451.0,1754.0,20711.0,14.0,146.0,16.0,87.0,4867.0,750.0,678.0,4721.0,0.09715906312649747,0.08468929554343102
AZ00500,GRAHAM,1,99009,Graham County,9.0,4,2010,37220.0,26827.0,683.0,11320.0,2139.0,14392.0,1898.0,12435.0,105.0,569.0,21.0,114.0,6450.0,1098.0,860.0,4870.0,0.1486242356864925,0.1526336952151186
AZ00600,GREENLEE,1,99011,Greenlee County,11.0,4,2010,8437.0,6514.0,89.0,4040.0,427.0,3410.0,371.0,3104.0,11.0,51.0,7.0,38.0,2053.0,329.0,280.0,1987.0,0.1252199413489736,0.11952319587628868
AZ01500,LAPAZ,1,99012,La Paz County,12.0,4,2010,20489.0,14306.0,129.0,4806.0,463.0,7451.0,388.0,6855.0,8.0,71.0,4.0,58.0,2565.0,437.0,342.0,2241.0,0.06213931015971011,0.056601021152443476
AZ00700,MARICOPA,1,99013,Maricopa County,13.0,4,2010,3817117.0,2786781.0,190519.0,1128741.0,183579.0,1372983.0,172612.0,1413798.0,17824.0,96915.0,15809.0,93604.0,568138.0,105959.0,100488.0,560603.0,0.13370813768269527,0.12209099178241872
AZ00800,MOHAVE,1,99015,Mohave County,15.0,4,2010,200186.0,173878.0,1882.0,29569.0,8523.0,87002.0,8238.0,86876.0,139.0,1140.0,113.0,742.0,15017.0,2526.0,2358.0,14552.0,0.09796326521229397,0.09482480777199688
AZ00900,NAVAJO,1,99017,Navajo County,17.0,4,2010,107449.0,52972.0,938.0,11571.0,3150.0,27135.0,2797.0,25837.0,89.0,620.0,60.0,318.0,6239.0,1123.0,893.0,5332.0,0.11608623548922055,0.10825560243062277
AZ01000,PIMA,1,99019,Pima County,19.0,4,2010,980263.0,728751.0,34674.0,338802.0,50168.0,356565.0,48466.0,372186.0,3367.0,18940.0,2838.0,15734.0,165575.0,30901.0,30447.0,173227.0,0.14069804944400038,0.13021983631839995
AZ01100,PINAL,1,99021,Pinal County,21.0,4,2010,375770.0,272013.0,17215.0,106977.0,13944.0,139401.0,12464.0,132612.0,1636.0,9875.0,1074.0,7340.0,57757.0,9782.0,7674.0,49220.0,0.1000279768437816,0.09398847766416313
AZ01200,SANTA CRUZ,1,99023,Santa Cruz County,23.0,4,2010,47420.0,34835.0,179.0,39273.0,2359.0,16589.0,2265.0,18246.0,16.0,97.0,10.0,82.0,18439.0,3161.0,3104.0,20834.0,0.1422026644161794,0.12413679710621504
AZ01300,YAVAPAI,1,99025,Yavapai County,25.0,4,2010,211033.0,188515.0,1267.0,28728.0,9684.0,92047.0,8527.0,96468.0,122.0,750.0,91.0,517.0,14638.0,2517.0,2319.0,14090.0,0.10520712244831444,0.08839200563917568
AZ01400,YUMA,1,99027,Yuma County,27.0,4,2010,195751.0,137881.0,3931.0,116912.0,10360.0,69063.0,9003.0,68818.0,561.0,2435.0,254.0,1496.0,57589.0,11596.0,10765.0,59323.0,0.15000796374324893,0.1308233311052341
AR00100,ARKANSAS COUNTY,1,99001,Arkansas County,1.0,5,2010,19019.0,13659.0,4661.0,513.0,710.0,6639.0,701.0,7020.0,357.0,2194.0,362.0,2467.0,319.0,72.0,39.0,194.0,0.10694381683988552,0.09985754985754984
AR00200,ASHLEY,1,99003,Ashley County,3.0,5,2010,21853.0,15143.0,5640.0,1069.0,882.0,7428.0,899.0,7715.0,355.0,2597.0,413.0,3043.0,590.0,107.0,77.0,479.0,0.11873990306946687,0.11652624756966948
AR00300,BAXTER,1,99005,Baxter County,5.0,5,2010,41513.0,40231.0,67.0,688.0,1769.0,19405.0,1796.0,20826.0,7.0,40.0,3.0,27.0,352.0,63.0,60.0,336.0,0.09116207163102293,0.08623835590127725
AR00400,BENTON,1,99007,Benton County,7.0,5,2010,221339.0,182817.0,2814.0,34283.0,10792.0,89522.0,10740.0,93295.0,218.0,1514.0,166.0,1300.0,17577.0,3131.0,2818.0,16706.0,0.12055137284689794,0.11511870946996088
AR00500,BOONE,1,99009,Boone County,9.0,5,2010,36903.0,35624.0,72.0,674.0,2153.0,17422.0,2066.0,18202.0,13.0,48.0,2.0,24.0,342.0,72.0,57.0,332.0,0.12357938239008152,0.1135040105482914
AR00600,BRADLEY,1,99011,Bradley County,11.0,5,2010,11508.0,6934.0,3173.0,1516.0,386.0,3337.0,383.0,3597.0,218.0,1499.0,234.0,1674.0,820.0,139.0,141.0,696.0,0.11567275996403956,0.10647762023908812
AR00700,CALHOUN,1,99013,Calhoun County,13.0,5,2010,5368.0,4001.0,1192.0,152.0,288.0,2040.0,207.0,1961.0,92.0,580.0,87.0,612.0,85.0,26.0,15.0,67.0,0.1411764705882353,0.1055583885772565
AR00800,CARROLL,1,99015,Carroll County,15.0,5,2010,27446.0,24593.0,103.0,3489.0,1317.0,12032.0,1189.0,12561.0,9.0,65.0,4.0,38.0,1857.0,334.0,247.0,1632.0,0.10945811170212766,0.09465806862510946
AR00900,CHICOT,1,99017,Chicot County,17.0,5,2010,11800.0,4864.0,6381.0,542.0,227.0,2453.0,174.0,2411.0,508.0,3048.0,434.0,3333.0,294.0,47.0,39.0,248.0,0.09253974724826744,0.07216922438822065
AR01000,CLARK,1,99019,Clark County,19.0,5,2010,22995.0,16518.0,5413.0,926.0,2054.0,8021.0,2135.0,8497.0,595.0,2429.0,696.0,2984.0,459.0,100.0,95.0,467.0,0.2560777957860616,0.2512651524067318
AR01100,CLAY,1,99021,Clay County,21.0,5,2010,16083.0,15682.0,56.0,217.0,927.0,7664.0,885.0,8018.0,6.0,35.0,3.0,21.0,128.0,25.0,13.0,89.0,0.12095511482254698,0.11037665253180344
AR01200,CLEBURNE,1,99023,Cleburne County,23.0,5,2010,25970.0,25130.0,72.0,517.0,1354.0,12354.0,1202.0,12776.0,9.0,45.0,5.0,27.0,259.0,32.0,40.0,258.0,0.10960012951270844,0.09408265497808392
AR01300,CLEVELAND,1,99025,Cleveland County,25.0,5,2010,8689.0,7452.0,1059.0,145.0,457.0,3711.0,359.0,3741.0,75.0,494.0,90.0,565.0,77.0,13.0,12.0,68.0,0.1231473996227432,0.09596364608393478
AR01400,COLUMBIA,1,99027,Columbia County,27.0,5,2010,24552.0,14696.0,9059.0,533.0,1208.0,7122.0,1243.0,7574.0,916.0,4160.0,987.0,4899.0,307.0,72.0,36.0,226.0,0.16961527660769446,0.16411407446527596
AR01500,CONWAY,1,99029,Conway County,29.0,5,2010,21273.0,17917.0,2385.0,757.0,1053.0,8881.0,1061.0,9036.0,160.0,1145.0,166.0,1240.0,395.0,73.0,65.0,362.0,0.11856772885936268,0.117419212040726
AR01600,CRAIGHEAD,1,99031,Craighead County,31.0,5,2010,96443.0,78323.0,12640.0,4277.0,6080.0,38289.0,5861.0,40034.0,1521.0,5905.0,1731.0,6735.0,2369.0,453.0,349.0,1908.0,0.15879234244822274,0.14640055952440426
AR01700,CRAWFORD,1,99033,Crawford County,33.0,5,2010,61948.0,55194.0,725.0,3760.0,3521.0,27237.0,3393.0,27957.0,52.0,375.0,34.0,350.0,1938.0,340.0,303.0,1822.0,0.12927268054484709,0.1213649533211718
AR01800,CRITTENDEN,1,99035,Crittenden County,35.0,5,2010,50902.0,23446.0,26051.0,1014.0,1295.0,11490.0,1336.0,11956.0,2116.0,12007.0,2206.0,14044.0,541.0,99.0,65.0,473.0,0.11270670147954745,0.11174305787888926
AR01900,CROSS,1,99037,Cross County,37.0,5,2010,17870.0,13495.0,3972.0,266.0,805.0,6575.0,755.0,6920.0,296.0,1846.0,324.0,2126.0,133.0,26.0,22.0,133.0,0.12243346007604562,0.10910404624277456
AR02000,DALLAS,1,99039,Dallas County,39.0,5,2010,8116.0,4476.0,3400.0,188.0,253.0,2209.0,202.0,2267.0,246.0,1646.0,239.0,1754.0,107.0,17.0,11.0,81.0,0.11453146220009056,0.08910454344949273
AR02100,DESHA,1,99041,Desha County,41.0,5,2010,13008.0,6230.0,6216.0,578.0,360.0,3025.0,331.0,3205.0,394.0,2783.0,476.0,3433.0,308.0,48.0,49.0,270.0,0.11900826446280993,0.1032761310452418
AR02200,DREW,1,99043,Drew County,43.0,5,2010,18509.0,12739.0,5144.0,454.0,926.0,6223.0,957.0,6516.0,597.0,2443.0,535.0,2701.0,226.0,52.0,45.0,228.0,0.14880282821790133,0.1468692449355433
AR02300,FAULKNER,1,99045,Faulkner County,45.0,5,2010,113237.0,95420.0,11568.0,4435.0,8557.0,46889.0,9105.0,48531.0,1371.0,5540.0,1538.0,6028.0,2458.0,611.0,466.0,1977.0,0.18249482821130755,0.1876120417877233
AR02400,FRANKLIN,1,99047,Franklin County,47.0,5,2010,18125.0,17221.0,130.0,371.0,1122.0,8515.0,991.0,8706.0,42.0,77.0,14.0,53.0,193.0,34.0,26.0,178.0,0.13176746917204932,0.11382954284401565
AR02500,FULTON,1,99049,Fulton County,49.0,5,2010,12245.0,11857.0,40.0,97.0,638.0,5815.0,581.0,6042.0,1.0,19.0,4.0,21.0,57.0,7.0,5.0,40.0,0.10971625107480654,0.09616021185038066
AR02600,GARLAND,1,99051,Garland County,51.0,5,2010,96024.0,82964.0,7615.0,4622.0,4464.0,40062.0,4367.0,42902.0,674.0,3785.0,633.0,3830.0,2486.0,459.0,384.0,2136.0,0.11142728770405873,0.10179012633443664
AR02700,GRANT,1,99053,Grant County,53.0,5,2010,17853.0,16940.0,390.0,392.0,1045.0,8391.0,1024.0,8549.0,37.0,187.0,21.0,203.0,227.0,48.0,25.0,165.0,0.12453819568585388,0.11978009123874138
AR02800,GREENE,1,99055,Greene County,55.0,5,2010,42090.0,40578.0,233.0,901.0,2630.0,19875.0,2512.0,20703.0,34.0,142.0,18.0,91.0,473.0,83.0,61.0,428.0,0.13232704402515724,0.12133507221175675
AR02900,HEMPSTEAD,1,99057,Hempstead County,57.0,5,2010,22609.0,13431.0,6646.0,2713.0,731.0,6527.0,723.0,6904.0,454.0,3036.0,531.0,3610.0,1427.0,236.0,189.0,1286.0,0.11199632296614064,0.10472190034762456
AR03000,HOT SPRING,1,99059,Hot Spring County,59.0,5,2010,32923.0,28179.0,3568.0,919.0,1862.0,14356.0,1604.0,13823.0,346.0,1869.0,225.0,1699.0,499.0,98.0,81.0,420.0,0.12970186681526888,0.11603848658033712
AR03100,HOWARD,1,99061,Howard County,61.0,5,2010,13789.0,9894.0,2846.0,1349.0,576.0,4846.0,548.0,5048.0,191.0,1294.0,249.0,1552.0,675.0,102.0,122.0,674.0,0.11886091621956253,0.10855784469096673
AR03200,INDEPENDENCE,1,99063,Independence County,63.0,5,2010,36647.0,33688.0,722.0,2139.0,2140.0,16408.0,2060.0,17280.0,79.0,375.0,55.0,347.0,1172.0,220.0,155.0,967.0,0.13042418332520722,0.11921296296296295
AR03300,IZARD,1,99065,Izard County,65.0,5,2010,13696.0,13118.0,175.0,208.0,689.0,6686.0,586.0,6432.0,33.0,165.0,2.0,10.0,132.0,29.0,8.0,76.0,0.10305115166018547,0.09110696517412936
AR03400,JACKSON,1,99067,Jackson County,67.0,5,2010,17997.0,14363.0,3000.0,436.0,852.0,7093.0,800.0,7270.0,208.0,1506.0,199.0,1494.0,261.0,48.0,23.0,175.0,0.1201184266177922,0.11004126547455297
AR03500,JEFFERSON,1,99069,Jefferson County,69.0,5,2010,77435.0,32507.0,42639.0,1219.0,1719.0,16500.0,1574.0,16007.0,4006.0,20404.0,4155.0,22235.0,680.0,133.0,108.0,539.0,0.10418181818181818,0.0983319797588555
AR03600,JOHNSON,1,99071,Johnson County,71.0,5,2010,25540.0,22280.0,364.0,3094.0,1515.0,10939.0,1497.0,11341.0,55.0,208.0,32.0,156.0,1645.0,297.0,296.0,1449.0,0.1384952920742298,0.13199894189224934
AR03700,LAFAYETTE,1,99073,Lafayette County,73.0,5,2010,7645.0,4642.0,2845.0,131.0,271.0,2294.0,240.0,2348.0,201.0,1321.0,209.0,1524.0,73.0,18.0,13.0,58.0,0.1181342632955536,0.10221465076660988
AR03800,LAWRENCE,1,99075,Lawrence County,75.0,5,2010,17415.0,16952.0,137.0,158.0,1117.0,8241.0,1170.0,8711.0,10.0,61.0,2.0,76.0,84.0,19.0,11.0,74.0,0.13554180317922582,0.13431293766502125
AR03900,LEE,1,99077,Lee County,77.0,5,2010,10424.0,4381.0,5761.0,168.0,273.0,2581.0,184.0,1800.0,430.0,3063.0,387.0,2698.0,113.0,21.0,8.0,55.0,0.10577295621851997,0.10222222222222224
AR04000,LINCOLN,1,99079,Lincoln County,79.0,5,2010,14134.0,9407.0,4223.0,452.0,664.0,5295.0,453.0,4112.0,576.0,2887.0,188.0,1336.0,307.0,79.0,29.0,145.0,0.12540132200188858,0.11016536964980543
AR04100,LITTLE RIVER,1,99081,Little River County,81.0,5,2010,13171.0,9948.0,2519.0,357.0,585.0,4875.0,556.0,5073.0,160.0,1185.0,150.0,1334.0,192.0,39.0,27.0,165.0,0.12,0.10959984230238518
AR04200,LOGAN,1,99083,Logan County,83.0,5,2010,22353.0,20844.0,297.0,510.0,1330.0,10375.0,1169.0,10469.0,31.0,160.0,15.0,137.0,277.0,54.0,41.0,233.0,0.12819277108433735,0.11166300506256567
AR04300,LONOKE,1,99085,Lonoke County,85.0,5,2010,68356.0,61353.0,4075.0,2246.0,3887.0,30282.0,3752.0,31071.0,281.0,1932.0,260.0,2143.0,1242.0,234.0,153.0,1004.0,0.1283600818968364,0.12075568858421035
AR04400,MADISON,1,99087,Madison County,87.0,5,2010,15717.0,14711.0,28.0,759.0,906.0,7369.0,831.0,7342.0,2.0,12.0,3.0,16.0,408.0,58.0,38.0,351.0,0.12294748269778805,0.11318441841460093
AR04500,MARION,1,99089,Marion County,89.0,5,2010,16653.0,16146.0,30.0,287.0,830.0,8049.0,748.0,8097.0,1.0,12.0,5.0,18.0,130.0,28.0,18.0,157.0,0.10311839980121754,0.09237989378782263
AR04600,MILLER,1,99091,Miller County,91.0,5,2010,43462.0,31134.0,10667.0,1038.0,1956.0,15559.0,1750.0,15575.0,848.0,5008.0,845.0,5659.0,567.0,103.0,87.0,471.0,0.12571502024551706,0.11235955056179776
AR04700,MISSISSIPPI,1,99093,Mississippi County,93.0,5,2010,46480.0,28653.0,15817.0,1695.0,1787.0,14066.0,1696.0,14587.0,1298.0,7369.0,1319.0,8448.0,913.0,163.0,130.0,782.0,0.12704393573155126,0.1162679097826832
AR04800,MONROE,1,99095,Monroe County,95.0,5,2010,8149.0,4584.0,3330.0,132.0,245.0,2211.0,227.0,2373.0,251.0,1565.0,260.0,1765.0,72.0,16.0,6.0,60.0,0.11080958842152873,0.09565950273914876
AR04900,MONTGOMERY,1,99097,Montgomery County,97.0,5,2010,9487.0,8958.0,22.0,361.0,480.0,4470.0,443.0,4488.0,3.0,11.0,2.0,11.0,175.0,27.0,32.0,186.0,0.10738255033557048,0.09870766488413547
AR05000,NEVADA,1,99099,Nevada County,99.0,5,2010,8997.0,5933.0,2764.0,220.0,332.0,2926.0,308.0,3007.0,188.0,1323.0,187.0,1441.0,111.0,27.0,25.0,109.0,0.11346548188653452,0.10242766877286333
AR05100,NEWTON,1,99101,Newton County,101.0,5,2010,8330.0,8001.0,9.0,141.0,437.0,4061.0,388.0,3940.0,1.0,5.0,1.0,4.0,62.0,9.0,7.0,79.0,0.10760896330952968,0.09847715736040608
AR05200,OUACHITA,1,99103,Ouachita County,103.0,5,2010,26120.0,14883.0,10468.0,408.0,843.0,7241.0,737.0,7642.0,732.0,4737.0,771.0,5731.0,226.0,36.0,37.0,182.0,0.11642038392487225,0.09644072232399896
AR05300,PERRY,1,99105,Perry County,105.0,5,2010,10445.0,9939.0,196.0,247.0,614.0,4924.0,598.0,5015.0,14.0,101.0,18.0,95.0,138.0,27.0,20.0,109.0,0.1246953696181966,0.11924227318045864
